phase,page_url,image_url,alt_text,alt_present,decorative,width,height,loading,format,local_exists,file_bytes,issues
baseline,https://python.robertdevore.com/course/virtual-environments-and-package-management/,https://python.robertdevore.com/assets/images/python-course-social.png,2.3. Virtual Environments & Package Management — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
baseline,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,https://python.robertdevore.com/assets/images/python-course-social.png,Welcome to the Complete Python Development Course — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
baseline,https://python.robertdevore.com/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course — Learn Python. Build real things.,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/about/,https://python.robertdevore.com/assets/images/python-course-social.png,About This Site — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/advanced-data-structures-and-algorithms/,https://python.robertdevore.com/assets/images/python-course-social.png,3.1. Advanced Data Structures & Algorithms — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/basic-error-handling/,https://python.robertdevore.com/assets/images/python-course-social.png,1.5. Basic Error Handling — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/building-and-consuming-apis/,https://python.robertdevore.com/assets/images/python-course-social.png,3.4. Building and Consuming APIs — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/chapter-1-beginner-python/,https://python.robertdevore.com/assets/images/python-course-social.png,Chapter 1: Beginner Python — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/chapter-2-intermediate-python/,https://python.robertdevore.com/assets/images/python-course-social.png,Chapter 2: Intermediate Python — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/chapter-3-advanced-python/,https://python.robertdevore.com/assets/images/python-course-social.png,Chapter 3. Advanced Python — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/concurrency-and-parallelism/,https://python.robertdevore.com/assets/images/python-course-social.png,3.3. Concurrency & Parallelism — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,https://python.robertdevore.com/assets/images/python-course-social.png,Course Conclusion: From Python Novice to Professional Developer — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,https://python.robertdevore.com/assets/images/python-course-social.png,2.4. Exceptions & Robust Error Handling — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/file-io-and-data-persistence/,https://python.robertdevore.com/assets/images/python-course-social.png,2.2. File I/O & Data Persistence — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/functions-and-modules/,https://python.robertdevore.com/assets/images/python-course-social.png,1.4. Functions & Modules — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/generators-decorators-and-context-managers/,https://python.robertdevore.com/assets/images/python-course-social.png,"3.2. Generators, Decorators and Context Managers — Python Course",true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course Curriculum — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/introduction-to-testing/,https://python.robertdevore.com/assets/images/python-course-social.png,2.5. Introduction to Testing — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/object-oriented-programming/,https://python.robertdevore.com/assets/images/python-course-social.png,2.1. Object-Oriented Programming (OOP) — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,https://python.robertdevore.com/assets/images/python-course-social.png,"3.5. Packaging, Distribution, and Best Practices — Python Course",true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/page/2/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course Curriculum - Page 2 — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/page/3/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course Curriculum - Page 3 — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/page/4/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course Curriculum - Page 4 — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/python-setup-and-ides/,https://python.robertdevore.com/assets/images/python-course-social.png,1.1. Python Setup & IDEs — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/python-syntax-and-data-types/,https://python.robertdevore.com/assets/images/python-course-social.png,1.2. Syntax & Data Types — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/syntax-and-data-types/,https://python.robertdevore.com/assets/images/python-course-social.png,"1.3. Control Flow (If, For, While) — Python Course",true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/virtual-environments-and-package-management/,https://python.robertdevore.com/assets/images/python-course-social.png,2.3. Virtual Environments & Package Management — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,https://python.robertdevore.com/assets/images/python-course-social.png,Welcome to the Complete Python Development Course — Python Course,true,false,1200,630,Open Graph metadata,png,true,177716,
after,https://python.robertdevore.com/,https://python.robertdevore.com/assets/images/python-course-social.png,Python Course — Learn Python. Build real things.,true,false,1200,630,Open Graph metadata,png,true,177716,
